review_id,review_text,complaint_label,severity_label,stars,sentiment_label
RC000624,"This was my first time here, and the queue at the gastropub barely moved for a long stretch of time. It wasn't what I expected for the price I paid.",Service Delay,Medium,3,Negative
RC000625,"The overall hygiene standards at this cinema hall were seriously lacking. This felt like a genuine safety concern, not just bad service. Also, I was charged a random service fee that wasn't disclosed anywhere on the menu. I felt this was completely unacceptable and possibly dangerous.",Cleanliness Issue,Critical,1,Negative
RC000626,"It looked like the diagnostic center was severely understaffed on a busy Saturday night, only one person was running the whole floor. In addition, the fish fillet was so overcooked it had turned dry and rubbery. It definitely affected the overall experience.",Service Delay,Medium,2,Negative
RC000627,"My order from the diner arrived almost two hours after the estimated time. This really ruined the experience for us. Adding to the frustration, our order arrived with the chicken wings missing entirely.",Service Delay,High,2,Negative
RC000628,"Our order arrived with the butter chicken missing entirely. It wasn't what I expected for the price I paid. We were missing a side dish we had paid for. Worse still, the customization I asked for was completely ignored.",Food Quality,Medium,2,Negative
RC000629,"This was my first time here, and I was charged twice for the same order on my card statement. I felt this was completely unacceptable and possibly dangerous. The coffee shop billed my card twice for the exact same amount. This crossed a line and needs to be addressed urgently.",Pricing Issue,Critical,1,Negative
RC000630,"Not going to lie, a surprise convenience fee showed up on the final invoice. I'm honestly considering filing a formal complaint over this. This felt like a genuine safety concern, not just bad service. To make matters worse, there were flies swarming around the food display, it was honestly disgusting. This crossed a line and needs to be addressed urgently.",Pricing Issue,Critical,1,Negative
RC000631,"To be fair, the manager refused to listen and was condescending throughout the conversation. I was genuinely frustrated by the end of it.",Staff Behavior,High,2,Negative
RC000632,"What a great experience, waitress had our order ready in no time, really impressed with the turnaround.",Service Delay,Low,5,Positive
RC000633,"Overall, it wasn't the fastest service, but it also wasn't frustratingly slow. I'd probably give it another shot if I was in the area. The fish fillet took some time to arrive but one of the servers kept us updated.",Service Delay,Low,3,Neutral
RC000634,My bill had items on it that I never ordered.,Pricing Issue,Medium,2,Negative
RC000635,"Not going to lie, I specifically asked for no onions in my garden salad but they added them anyway.",Food Quality,High,1,Negative
RC000636,"Overall, the flavors in the cheesecake were spot on, nothing bland or off about it.",Food Quality,Low,4,Positive
RC000637,"I really wanted to like this place, but for the quality, the gaming lounge is way overpriced compared to similar places nearby.",Pricing Issue,Medium,2,Negative
RC000638,"Not going to lie, several things went wrong during our visit, from the wait time to the state of our table. This crossed a line and needs to be addressed urgently. As if that wasn't enough, the department store clearly left the fish fillet on the heat too long, it was practically charred.",General Dissatisfaction,Critical,1,Negative
RC000639,"I've visited a few times before, and the receipt listed an item we never actually got served. I was genuinely frustrated by the end of it.",Pricing Issue,High,1,Negative
RC000640,"This was my first time here, and I found the behavior of the delivery agent to be quite unprofessional for a place like this. It was a pretty disappointing visit overall.",Staff Behavior,High,1,Negative
RC000641,"I was pleasantly surprised, the atmosphere was lovely, comfortable seating and a nice ambience throughout.",General Dissatisfaction,Low,5,Positive
RC000642,"I really wanted to like this place, but the ice cream sundae lacked any real flavor, it tasted like it was made without much care. It wasn't a huge deal, but it was noticeable. As if that wasn't enough, we were charged for two extra burger that we never received. Nothing major, but it did stand out a little.",Food Quality,Low,3,Negative
RC000643,"The chicken curry was so overcooked it had turned dry and rubbery. It slightly took away from the experience. The water park clearly left the chicken wings on the heat too long, it was practically charred.",Food Quality,Low,4,Neutral
RC000644,"I really didn't enjoy the chicken curry, the seasoning was completely off. I expected better, to be honest.",Food Quality,Medium,3,Neutral
RC000645,"Overall, the prices at this beauty parlour felt very fair for the quality we received.",Pricing Issue,Low,4,Positive
RC000646,"Honestly, we sat there for what felt like forever before the veg thali finally showed up. It was a pretty disappointing visit overall. The wait time was ridiculous, nearly an hour for a table that was supposedly reserved.",Service Delay,High,1,Negative
RC000647,"I have to say, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. This really ruined the experience for us. Several things went wrong during our visit, from the wait time to the state of our table. Worse still, a bad odor from somewhere near the kitchen was noticeable throughout our meal. This really ruined the experience for us.",General Dissatisfaction,High,2,Negative
RC000648,"I've visited a few times before, and overall the experience at this retail store just felt underwhelming. I was genuinely frustrated by the end of it. As if that wasn't enough, we had to ask staff to clean our table because it was left messy. I don't think I'll be coming back after this.",General Dissatisfaction,High,1,Negative
RC000649,"The the support executive handled food without gloves, which felt really unhygienic. This crossed a line and needs to be addressed urgently. The overall hygiene standards at this car service center were seriously lacking. I am seriously considering never returning and warning others.",Cleanliness Issue,Critical,1,Negative
RC000650,"I have to say, we were hit with an unexpected packaging charge that wasn't mentioned during ordering. It definitely affected the overall experience.",Pricing Issue,Medium,2,Neutral
RC000651,"We waited almost 45 minutes just to get our food at the pizzeria over the weekend. I felt this was completely unacceptable and possibly dangerous. Worse still, I found the behavior of waitress to be quite unprofessional for a place like this.",Service Delay,Critical,1,Negative
RC000652,"From start to finish, kudos to the kitchen, the pancakes was a genuine standout on the menu. Honestly, hard to find anything to complain about.",Food Quality,Low,4,Positive
RC000653,"Honestly, it took over an hour before anyone even brought our order out. I am seriously considering never returning and warning others.",Service Delay,Critical,1,Negative
RC000654,"From start to finish, kudos to the kitchen, the club sandwich was a genuine standout on the menu. It's become one of our go-to spots.",Food Quality,Low,5,Positive
RC000655,"I was pleasantly surprised, the whole team at this tea house went out of their way to make us feel welcome. Honestly, hard to find anything to complain about.",Staff Behavior,Low,4,Positive
RC000656,"This was my first time here, and instead of resolving the issue, the manager argued with me in front of other customers. This felt like a genuine safety concern, not just bad service. Adding to the frustration, there was an unexpected delivery fee added at checkout that wasn't shown earlier. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC000657,"Not going to lie, a cockroach crawled out from under our table while we were eating. It was a pretty disappointing visit overall.",Cleanliness Issue,High,1,Negative
RC000658,"I noticed several hygiene red flags, from dirty utensils to an unclean prep area. I'm honestly considering filing a formal complaint over this.",Cleanliness Issue,Critical,1,Negative
RC000659,"I have to say, the final bill had extra charges we were never told about beforehand. This felt like a genuine safety concern, not just bad service. I was charged a random service fee that wasn't disclosed anywhere on the menu. I am seriously considering never returning and warning others.",Pricing Issue,Critical,1,Negative
RC000660,"Honestly, the washroom floor was wet and grimy, definitely not up to standard. It was a pretty disappointing visit overall.",Cleanliness Issue,High,1,Negative
RC000661,"Overall, the washrooms were clean and well stocked, which isn't always the case. It's become one of our go-to spots.",Cleanliness Issue,Low,4,Positive
RC000662,A cockroach crawled out from under our table while we were eating. I was genuinely frustrated by the end of it. We spotted what looked like rodent droppings near the kitchen area.,Cleanliness Issue,High,1,Negative
RC000663,"To be fair, I saw a cockroach scurry across the floor near our table. I'm honestly considering filing a formal complaint over this. To make matters worse, the omelette lacked any real flavor, it tasted like it was made without much care. I'm honestly considering filing a formal complaint over this.",Cleanliness Issue,Critical,1,Negative
RC000664,"All things considered, overall it was an average experience at this hotel, nothing stood out much either way. I'd probably give it another shot if I was in the area.",General Dissatisfaction,Medium,3,Neutral
RC000665,"Everything we ordered, especially the mutton curry, was fresh and packed with flavor. It's become one of our go-to spots.",Food Quality,Low,5,Positive
RC000666,"Our cheesecake came out quickly, no waiting around at all.",Service Delay,Low,4,Positive
RC000667,"Overall, the cashier was polite enough, though a bit distracted throughout our visit. Not bad, but not something I'd rave about either.",Staff Behavior,Medium,3,Neutral
RC000668,"To be fair, a surprise convenience fee showed up on the final invoice.",Pricing Issue,High,2,Negative
RC000669,"Not going to lie, I saw a cockroach scurry across the floor near our table. Worse still, I stood at the counter for several minutes before anyone even acknowledged me. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
RC000670,"This was my first time here, and a few small things added up to make the visit disappointing. It slightly took away from the experience.",General Dissatisfaction,Low,3,Neutral
RC000671,"Instead of resolving the issue, the manager argued with me in front of other customers. This crossed a line and needs to be addressed urgently. When I raised the issue, the manager was dismissive and even raised their voice at me.",Staff Behavior,Critical,1,Negative
RC000672,"I've visited a few times before, and it looked like the diagnostic center was severely understaffed last Friday evening, only one person was running the whole floor.",Service Delay,Critical,1,Negative
RC000673,"Several things went wrong during our visit, from the wait time to the state of our table. I am seriously considering never returning and warning others. Adding to the frustration, we were charged for two extra biryani that we never received.",General Dissatisfaction,Critical,1,Negative
RC000674,"I have to say, the food delivery app was massively overcrowded, barely any room to move around.",General Dissatisfaction,High,2,Negative
RC000675,"Not going to lie, the support executive gave us confusing and contradictory information about our order.",Staff Behavior,Medium,2,Negative
RC000676,"I really wanted to like this place, but my club sandwich had a weird sour taste that made me suspect it wasn't fresh anymore. In addition, our order arrived with the club sandwich missing entirely.",Food Quality,High,1,Negative
RC000677,"The phone repair store used the wrong sauce entirely on my chicken curry. It left me a bit disappointed, honestly. The ramen bowl had ingredients I didn't order and hadn't asked for. Worse still, my tacos had a weird sour taste that made me suspect it wasn't fresh anymore.",Food Quality,Medium,2,Negative
RC000678,"To be fair, I specifically asked for no onions in my burger but they added them anyway. This felt like a genuine safety concern, not just bad service. The tomato soup had ingredients I didn't order and hadn't asked for. I am seriously considering never returning and warning others. To make matters worse, it took forever for anyone to even come take our order. This felt like a genuine safety concern, not just bad service.",Food Quality,Critical,1,Negative
RC000679,"I ordered chicken curry for lunch and it showed up well past dinner time. Adding to the frustration, the manager refused to listen and was condescending throughout the conversation.",Service Delay,Medium,3,Negative
RC000680,"Honestly, the overall hygiene standards at this food court stall were seriously lacking. This crossed a line and needs to be addressed urgently. As if that wasn't enough, the mutton curry was so overcooked it had turned dry and rubbery.",Cleanliness Issue,Critical,1,Negative
RC000681,"I was pleasantly surprised, the prices at this food court stall felt very fair for the quality we received.",Pricing Issue,Low,4,Positive
RC000682,"This was my first time here, and instead of resolving the issue, the manager argued with me in front of other customers. I felt this was completely unacceptable and possibly dangerous.",Staff Behavior,Critical,1,Negative
RC000683,"Overall, the delivery from the spa arrived earlier than expected, which was a nice surprise.",Service Delay,Low,5,Positive
RC000684,"I was pleasantly surprised, the cashier had our order ready in no time, really impressed with the turnaround. It's become one of our go-to spots.",Service Delay,Low,5,Positive
RC000685,"I've visited a few times before, and I was honestly shocked at how rudely waitress spoke to me over a minor issue. It left me a bit disappointed, honestly. It definitely affected the overall experience. To make matters worse, we spotted what looked like rodent droppings near the kitchen area.",Staff Behavior,Medium,2,Negative
RC000686,The chef rolled their eyes and snapped at us when we asked for a refill.,Staff Behavior,High,1,Negative
RC000687,"I have to say, there were hidden charges on my bill that were never mentioned upfront.",Pricing Issue,Medium,3,Negative
RC000688,"This was my first time here, and a few small things added up to make the visit disappointing. I was genuinely frustrated by the end of it. Multiple things went wrong and it was exhausting. Also, service at this brasserie was painfully slow throughout the entire visit.",General Dissatisfaction,High,2,Negative
RC000689,"The washrooms were clean and well stocked, which isn't always the case. We'll be back again for sure.",Cleanliness Issue,Low,5,Positive
RC000690,"I was pleasantly surprised, portions were generous and the burger came out hot and perfectly seasoned. Honestly, hard to find anything to complain about.",Food Quality,Low,5,Positive
RC000691,"A fairly middle-of-the-road visit, some things were good and others just okay. It didn't blow me away, but it didn't disappoint either. Overall it was an average experience at this department store, nothing stood out much either way.",General Dissatisfaction,Medium,3,Neutral
RC000692,"Honestly, delivery boy was polite, patient, and genuinely seemed to care about our experience.",Staff Behavior,Low,5,Positive
RC000693,"The manager was aggressive and unprofessional when I asked for a resolution. I'm honestly considering filing a formal complaint over this. In addition, I can't quite explain it, but the visit left a bad taste, figuratively speaking. I felt this was completely unacceptable and possibly dangerous.",Staff Behavior,Critical,1,Negative
RC000694,The payment gateway kept failing repeatedly during checkout. This really ruined the experience for us.,Pricing Issue,High,1,Negative
RC000695,"The grilled steak took some time to arrive but the front desk staff kept us updated. It didn't blow me away, but it didn't disappoint either. We waited a bit longer than expected, though it wasn't a big deal.",Service Delay,Low,3,Neutral
RC000696,"I have to say, the washroom was in a pretty poor state, no soap and a dirty sink. I expected better, to be honest.",Cleanliness Issue,Medium,3,Negative
RC000697,"Not going to lie, service at this supermarket was painfully slow throughout the entire visit. This really ruined the experience for us.",Service Delay,High,1,Negative
RC000698,"I've visited a few times before, and I felt like I overpaid significantly for a fairly average veg thali. It wasn't what I expected for the price I paid. Also, the wait time was ridiculous, nearly an hour for a table that was supposedly reserved. I expected better, to be honest.",Pricing Issue,Medium,3,Neutral
RC000699,"Nothing wrong with how the cashier treated us, just fairly standard interaction. Not bad, but not something I'd rave about either.",Staff Behavior,Low,3,Neutral
RC000700,The cashier rolled their eyes and snapped at us when we asked for a refill.,Staff Behavior,High,1,Negative
RC000701,"Not going to lie, my ramen bowl had a weird sour taste that made me suspect it wasn't fresh anymore.",Food Quality,Critical,1,Negative
RC000702,"The chairs were incredibly uncomfortable, hard plastic with no cushioning. It left me a bit disappointed, honestly. Seating was cramped and my knees kept hitting the table. It left me a bit disappointed, honestly.",General Dissatisfaction,Medium,3,Negative
RC000703,"There was an unexpected delivery fee added at checkout that wasn't shown earlier. This felt like a genuine safety concern, not just bad service. This felt like a genuine safety concern, not just bad service. As if that wasn't enough, several things went wrong during our visit, from the wait time to the state of our table.",Pricing Issue,Critical,1,Negative
RC000704,"We waited almost 45 minutes just to get our food at the diner over the weekend. I left feeling quite upset about the whole thing. It took over an hour before anyone even brought our order out. Worse still, the music was so loud we could barely hear each other talk. It was a pretty disappointing visit overall.",Service Delay,High,1,Negative
RC000705,"To be fair, when I raised the issue, the manager was dismissive and even raised their voice at me. On top of that, the final bill had extra charges we were never told about beforehand. I'm honestly considering filing a formal complaint over this.",Staff Behavior,Critical,1,Negative
RC000706,"Honestly, my bill had items on it that I never ordered. It wasn't what I expected for the price I paid.",Pricing Issue,Medium,3,Neutral
RC000707,"Overall, a wonderful visit overall, we'll definitely be back soon.",General Dissatisfaction,Low,5,Positive
RC000708,"Waiter was outright rude to us when we asked a simple question. I don't think I'll be coming back after this. I don't think I'll be coming back after this. As if that wasn't enough, the clothing outlet clearly left the biryani on the heat too long, it was practically charred.",Staff Behavior,High,1,Negative
RC000709,"Honestly, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I'm honestly considering filing a formal complaint over this. On top of that, I was charged a random service fee that wasn't disclosed anywhere on the menu. This crossed a line and needs to be addressed urgently.",General Dissatisfaction,Critical,1,Negative
RC000710,"Honestly, instead of resolving the issue, the manager argued with me in front of other customers. This crossed a line and needs to be addressed urgently. The manager refused to listen and was condescending throughout the conversation. I am seriously considering never returning and warning others. Worse still, a few small things added up to make the visit disappointing. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC000711,Overall this tea house exceeded my expectations in every way.,General Dissatisfaction,Low,5,Positive
RC000712,"I've visited a few times before, and the delivery was supposed to come in 30 minutes but took nearly 90. It put a damper on what should've been a nice visit.",Service Delay,Medium,2,Negative
RC000713,"I have to say, with so few staff around, no one had time to actually attend to customers properly. I am seriously considering never returning and warning others. Also, we were hit with an unexpected packaging charge that wasn't mentioned during ordering. This felt like a genuine safety concern, not just bad service.",Service Delay,Critical,1,Negative
RC000714,"I've visited a few times before, and it took over an hour before anyone even brought our order out. I don't think I'll be coming back after this. We sat there for what felt like forever before the sushi roll finally showed up. I don't think I'll be coming back after this. Worse still, I noticed several hygiene red flags, from dirty utensils to an unclean prep area. This really ruined the experience for us.",Service Delay,High,1,Negative
RC000715,"All things considered, the coffee shop was reasonably clean, though a couple of tables could have used wiping down. Not bad, but not something I'd rave about either.",Cleanliness Issue,Medium,3,Neutral
RC000716,"The bread in my burger was stale and hard, definitely not freshly made.",Food Quality,High,1,Negative
RC000717,"Not going to lie, the lighting was so dim we could barely read the menu. It left me a bit disappointed, honestly.",General Dissatisfaction,Medium,2,Negative
RC000718,Service at this courier delivery was painfully slow throughout the entire visit. I felt this was completely unacceptable and possibly dangerous.,Service Delay,Critical,1,Negative
RC000719,"This was my first time here, and the washroom was in a pretty poor state, no soap and a dirty sink. It left me a bit disappointed, honestly. The restroom smelled bad and looked like it hadn't been cleaned in a while.",Cleanliness Issue,Medium,2,Negative
RC000720,"Between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I don't think I'll be coming back after this. Several things went wrong during our visit, from the wait time to the state of our table. It was a pretty disappointing visit overall.",General Dissatisfaction,High,2,Negative
RC000721,"I have to say, several things went wrong during our visit, from the wait time to the state of our table. I'm honestly considering filing a formal complaint over this. Between the slow service, the mediocre food, and the noise, the whole visit was a letdown. As if that wasn't enough, the phone repair store clearly left the paneer tikka on the heat too long, it was practically charred. I felt this was completely unacceptable and possibly dangerous.",General Dissatisfaction,Critical,1,Negative
RC000722,"Not going to lie, we spotted what looked like rodent droppings near the kitchen area. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
RC000723,"To be fair, I specifically asked for no onions in my mutton curry but they added them anyway. This crossed a line and needs to be addressed urgently.",Food Quality,Critical,1,Negative
RC000724,"Not going to lie, the manager was aggressive and unprofessional when I asked for a resolution.",Staff Behavior,High,2,Negative
RC000725,"I've visited a few times before, and it took forever for anyone to even come take our order. It slightly took away from the experience. On top of that, the pasta had ingredients I didn't order and hadn't asked for.",Service Delay,Low,4,Neutral
RC000726,"This was my first time here, and the manager was aggressive and unprofessional when I asked for a resolution. This crossed a line and needs to be addressed urgently. As if that wasn't enough, a surprise convenience fee showed up on the final invoice. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC000727,"This was my first time here, and I noticed several hygiene red flags, from dirty utensils to an unclean prep area. I'm honestly considering filing a formal complaint over this. The overall hygiene standards at this phone repair store were seriously lacking.",Cleanliness Issue,Critical,1,Negative
RC000728,"Honestly, the portion size of the dumplings was tiny for the price we paid. It slightly took away from the experience. My mutton curry looked like a starter portion even though I ordered a full plate.",Food Quality,Low,4,Neutral
RC000729,"Honestly, for the quality, the phone repair store is way overpriced compared to similar places nearby. I am seriously considering never returning and warning others. The prices at this tea house feel really steep for what you actually get. I'm honestly considering filing a formal complaint over this.",Pricing Issue,Critical,1,Negative
RC000730,"To be fair, the volume of the background music was way too high for a sit-down meal. It wasn't what I expected for the price I paid.",General Dissatisfaction,Medium,2,Negative
RC000731,"Honestly, it took over an hour before anyone even brought our order out. Worse still, my pizza slice came out raw in parts, which felt unsafe to eat.",Service Delay,Critical,1,Negative
RC000732,"I found the behavior of waitress to be quite unprofessional for a place like this. Also, the washroom floor was wet and grimy, definitely not up to standard. It definitely affected the overall experience.",Staff Behavior,Medium,2,Negative
RC000733,The total on the receipt didn't match what we actually ordered at all. This really ruined the experience for us. My bill had items on it that I never ordered.,Pricing Issue,High,2,Negative
RC000734,"What a great experience, the atmosphere was lovely, comfortable seating and a nice ambience throughout.",General Dissatisfaction,Low,4,Positive
RC000735,"The electronics store was reasonably clean, though a couple of tables could have used wiping down. I'd probably give it another shot if I was in the area.",Cleanliness Issue,Medium,2,Neutral
RC000736,"I've visited a few times before, and a few small things added up to make the visit disappointing. It definitely affected the overall experience. It left me a bit disappointed, honestly. Also, I specifically asked for no onions in my mutton curry but they added them anyway.",General Dissatisfaction,Medium,3,Negative
RC000737,"We waited almost 45 minutes just to get our food at the furniture showroom during a work dinner. I don't think I'll be coming back after this. To make matters worse, I ordered dumplings for lunch and it showed up well past dinner time.",Service Delay,High,1,Negative
RC000738,"Overall, overall it was an average experience at this repair shop, nothing stood out much either way. I'd probably give it another shot if I was in the area. It was fine, I don't have strong feelings about it one way or another. Not bad, but not something I'd rave about either.",General Dissatisfaction,Low,3,Neutral
RC000739,"Great customer service, waitress handled everything with a smile. Honestly, hard to find anything to complain about.",Staff Behavior,Low,4,Positive
RC000740,"Not going to lie, the customization I asked for was completely ignored. Just a small thing, but worth mentioning. I requested no cheese and it still arrived loaded with cheese. It wasn't a huge deal, but it was noticeable.",Food Quality,Low,3,Neutral
RC000741,"I have to say, our table hadn't been wiped down and had crumbs and stains from the previous guests. It definitely affected the overall experience. We had to ask staff to clean our table because it was left messy. I expected better, to be honest.",Cleanliness Issue,Medium,2,Negative
RC000742,"I've visited a few times before, and there were way more people than the space could comfortably handle. I expected better, to be honest.",General Dissatisfaction,Medium,2,Negative
RC000743,"Honestly, when I raised the issue, the manager was dismissive and even raised their voice at me. As if that wasn't enough, several things went wrong during our visit, from the wait time to the state of our table. This felt like a genuine safety concern, not just bad service.",Staff Behavior,Critical,1,Negative
RC000744,"This was my first time here, and when I raised the issue, the manager was dismissive and even raised their voice at me. Multiple things went wrong and it was exhausting. To make matters worse, my bill had items on it that I never ordered.",Staff Behavior,High,2,Negative
RC000745,"This was my first time here, and we were missing a side dish we had paid for.",Food Quality,Low,3,Neutral
RC000746,"I have to say, my bill had items on it that I never ordered. I felt this was completely unacceptable and possibly dangerous. Also, my order from the gastropub arrived almost two hours after the estimated time.",Pricing Issue,Critical,1,Negative
RC000747,"I've visited a few times before, and the the manager handled food without gloves, which felt really unhygienic. This felt like a genuine safety concern, not just bad service. This felt like a genuine safety concern, not just bad service. Also, something about this clothing outlet just didn't sit right with me, hard to pin down exactly what.",Cleanliness Issue,Critical,1,Negative
RC000748,"To be fair, we had to ask staff to clean our table because it was left messy. It wasn't what I expected for the price I paid. Worse still, I cancelled my order days ago and I'm still waiting on the refund.",Cleanliness Issue,Medium,3,Neutral
RC000749,"This was my first time here, and the prices at this amusement park feel really steep for what you actually get. I expected better, to be honest. On top of that, the queue at the electronics store barely moved for a long stretch of time.",Pricing Issue,Medium,2,Negative
RC000750,"To be fair, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I am seriously considering never returning and warning others.",General Dissatisfaction,Critical,1,Negative
RC000751,"To be fair, tables were crammed so close together it felt claustrophobic. It was a pretty disappointing visit overall. Also, we stood in line for ages with no updates on how much longer it would take. It was a pretty disappointing visit overall.",General Dissatisfaction,High,1,Negative
RC000752,Service was fast and efficient from the moment we sat down. We'll be back again for sure.,Service Delay,Low,4,Positive
RC000753,"This was my first time here, and a surprise convenience fee showed up on the final invoice. I felt this was completely unacceptable and possibly dangerous. As if that wasn't enough, my butter chicken looked like a starter portion even though I ordered a full plate. I'm honestly considering filing a formal complaint over this.",Pricing Issue,Critical,1,Negative
RC000754,"The washroom floor was wet and grimy, definitely not up to standard. Adding to the frustration, I noticed several hygiene red flags, from dirty utensils to an unclean prep area.",Cleanliness Issue,Medium,3,Neutral
RC000755,"The hospital was reasonably clean, though a couple of tables could have used wiping down. It was a fine experience overall, nothing more nothing less.",Cleanliness Issue,Low,3,Neutral
RC000756,"For the quality, the diagnostic center is way overpriced compared to similar places nearby. I felt this was completely unacceptable and possibly dangerous. To make matters worse, overall the experience at this coffee shop just felt underwhelming. This felt like a genuine safety concern, not just bad service.",Pricing Issue,Critical,1,Negative
RC000757,"From start to finish, the garden salad here was absolutely delicious, easily one of the best I've had in a while. It's become one of our go-to spots.",Food Quality,Low,4,Positive
RC000758,"To be fair, the total on the receipt didn't match what we actually ordered at all. This really ruined the experience for us. My bill had items on it that I never ordered. I left feeling quite upset about the whole thing. Adding to the frustration, I was charged a random service fee that wasn't disclosed anywhere on the menu. It was a pretty disappointing visit overall.",Pricing Issue,High,1,Negative
RC000759,"All things considered, we waited a bit longer than expected, though it wasn't a big deal. It didn't blow me away, but it didn't disappoint either. The cheesecake took some time to arrive but the stylist kept us updated.",Service Delay,Low,4,Neutral
RC000760,"I've visited a few times before, and several things went wrong during our visit, from the wait time to the state of our table. I'm honestly considering filing a formal complaint over this.",General Dissatisfaction,Critical,1,Negative
RC000761,The overall hygiene standards at this cinema hall were seriously lacking.,Cleanliness Issue,Critical,1,Negative
RC000762,"To be fair, I specifically asked for no onions in my veg thali but they added them anyway.",Food Quality,High,1,Negative
RC000763,"I've visited a few times before, and the brasserie clearly left the club sandwich on the heat too long, it was practically charred. Just a small thing, but worth mentioning.",Food Quality,Low,4,Neutral
RC000764,"To be fair, I saw a cockroach scurry across the floor near our table.",Cleanliness Issue,High,2,Negative
RC000765,Overall this food delivery app exceeded my expectations in every way. We'll be back again for sure.,General Dissatisfaction,Low,4,Positive
RC000766,"I have to say, with so few staff around, no one had time to actually attend to customers properly. This felt like a genuine safety concern, not just bad service.",Service Delay,Critical,1,Negative
RC000767,"I have to say, portions were generous and the veg thali came out hot and perfectly seasoned. We'll be back again for sure.",Food Quality,Low,4,Positive
RC000768,"A cockroach crawled out from under our table while we were eating. I'm honestly considering filing a formal complaint over this. There were flies swarming around the food display, it was honestly disgusting. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
RC000769,"It looked like the boutique inn was severely understaffed earlier today, only one person was running the whole floor.",Service Delay,Medium,2,Negative
RC000770,"I have to say, the prices at this brasserie felt very fair for the quality we received. We'll be back again for sure.",Pricing Issue,Low,5,Positive
RC000771,"I've visited a few times before, and the manager was aggressive and unprofessional when I asked for a resolution. Worse still, for the price, the cold coffee portion was disappointingly small. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC000772,"I have to say, the atmosphere was lovely, comfortable seating and a nice ambience throughout. I'd definitely recommend this place to friends. A wonderful visit overall, we'll definitely be back soon.",General Dissatisfaction,Low,4,Positive
RC000773,"I've visited a few times before, and our appointment time was mixed up and we were told to come back later. It slightly took away from the experience.",Service Delay,Low,4,Neutral
RC000774,"Honestly, I noticed several hygiene red flags, from dirty utensils to an unclean prep area.",Cleanliness Issue,Critical,1,Negative
RC000775,"I have to say, we tried to get the support executive's attention multiple times and were completely ignored. This really ruined the experience for us. I stood at the counter for several minutes before anyone even acknowledged me. It was a pretty disappointing visit overall.",Staff Behavior,High,1,Negative
RC000776,We had a confirmed reservation but the amusement park had no record of it when we arrived.,General Dissatisfaction,Medium,2,Negative
RC000777,"This was my first time here, and we tried to get the bartender's attention multiple times and were completely ignored. It was a pretty disappointing visit overall.",Staff Behavior,High,2,Negative
RC000778,"Honestly, delivery boy was incredibly friendly and attentive throughout our visit. We'll be back again for sure.",Staff Behavior,Low,5,Positive
RC000779,"Not going to lie, the bakery cafe had a musty smell that made it hard to enjoy the food. I left feeling quite upset about the whole thing.",Cleanliness Issue,High,1,Negative
RC000780,"I really wanted to like this place, but the the bartender handled food without gloves, which felt really unhygienic. On top of that, we were charged for two extra ice cream sundae that we never received.",Cleanliness Issue,High,1,Negative
RC000781,"Honestly, it was fine, I don't have strong feelings about it one way or another.",General Dissatisfaction,Medium,2,Neutral
RC000782,"This was my first time here, and the queue at the urgent care center barely moved for a long stretch of time. It slightly took away from the experience. The line moved painfully slowly, and there was no one managing it properly.",Service Delay,Low,3,Neutral
RC000783,"The prices at this clothing outlet felt very fair for the quality we received. It's become one of our go-to spots. Great value for money, especially considering the portion sizes. Honestly, hard to find anything to complain about.",Pricing Issue,Low,5,Positive
RC000784,"I was pleasantly surprised, the flavors in the grilled steak were spot on, nothing bland or off about it. Honestly, hard to find anything to complain about.",Food Quality,Low,5,Positive
RC000785,"Honestly, the urgent care center had a musty smell that made it hard to enjoy the food. It wasn't what I expected for the price I paid. A bad odor from somewhere near the kitchen was noticeable throughout our meal. It definitely affected the overall experience.",Cleanliness Issue,Medium,2,Negative
RC000786,"Overall, the barber shop was spotless from the dining area to the restrooms.",Cleanliness Issue,Low,5,Positive
RC000787,"Not going to lie, the receipt listed an item we never actually got served. I don't think I'll be coming back after this.",Pricing Issue,High,1,Negative
RC000788,"Several things went wrong during our visit, from the wait time to the state of our table. I'm honestly considering filing a formal complaint over this. To make matters worse, it took over an hour before anyone even brought our order out.",General Dissatisfaction,Critical,1,Negative
RC000789,"Not going to lie, we tried to get one of the servers's attention multiple times and were completely ignored.",Staff Behavior,Medium,3,Negative
RC000790,"I requested no cheese and it still arrived loaded with cheese. In addition, the dining area felt oddly dark and gloomy for a dinner spot. Nothing major, but it did stand out a little.",Food Quality,Low,3,Negative
RC000791,"From start to finish, the lodge was spotless from the dining area to the restrooms. We'll be back again for sure.",Cleanliness Issue,Low,4,Positive
